Centre;libelle;zones;CentreOrigine;typeNRA;BlocageR2;InfoR2;Numero;Rue;CodePostal;IlotRepHab;CoordGPS-Lambert2-COX;CoordGPS-Lambert2-COY
8CL;LABASTIDE CLERMONT;YCD BLP;RIE;HD;BLP/R2;BLP/maul6581 MAJ UMC1000 EN COURS ML42C;;VILLAGE;31250;;501382;1817004
SAD;ST ANDRE;DDI EOU PEY;;CL;;;;LE VILLAGE;31468;;480220;1808091
8SS;ESPARSAC;ESP GLA;BMG;HD;;;;LE BOURG;82055;;487636;1878879
LUC;BAGNERES DE LUCHON;DDI BAL PAR GAL GAM GAR MON MOU JUZ VEN PIQ FPA SPL THE COM JAU AVE CRE;;CL;;;6;AV ALEXANDRE DUMAS;31042;;457350;1755820
AND;ANDREST;ZDD SIA TOS MAR SAR PUJ GAY LAG;;CL;;;4;RUE ROBESPIERRE;65007;;415500;1815577
IAB;CAMBIAC;CMB;C2R;HD;;;;VILLAGE;31102;;555869;1832019
TFU;TOUR DE FAURE;DDI BOU CIR GRE SMA CEN;;CL;;;;BOURG LE;46320;;548232;1941237
NAC;SERENAC;DDI JUL GAU;;CL;;;;BOURG;81285;;599934;1884671
G2R;BALMA GRAMONT;BLX BLZ VID XGP XDD HPL XCA;;CL;;;14;RUE VIDAILHAN;31044;;531582;1847170
QUE;QUERBES;DDI MON REB CAP PAS BRI;;CL;;;;LE MOULIN NEUF;12154;;638592;1877005
B2R;BRIE;DDI;;CL;;;;VILLAGE;09067;;533398;1800775
8ST;ST MEDARD 46;MED;CTF;HD;;;;LE BOURG;46280;;516896;1948974
IAC;CALVIAC;DDI BLC LMT;;CL;;;;CALVIAC;46311;;577207;1991143
GTM;MARGOUET MEYMES;MAR;AIG;MED;;;;TRINQUALIE;32235;;419292;1859787
UNI;L UNION;XDD XSP XSC XVT XPY XCE XMO XFO XML XSS XTI XCR XTA XST XLT XPL XBV XCB XVG XVZ XBQ XBS XZC XDG XBE XGA;;CAA;;;69B;AV TOULOUSE;31561;;531195;1851216
YGN;MAGNAN;MAG;HOU;MED;;;;AU VILLAGE;32222;;402294;1865407
B2S;BASSO CAMBO    ;R1V R8A R8D RRD;MIR;HD;;;;RDPT DOCTEUR. MAURICE CAHUZAC;31555;;523786;1840941
THC;LAMOTHE CUMONT;LAM;BMG;HD;;;;LE BOURG;82091;;485604;1876155
SAF;ST AFFRIQUE;DDI CAZ GAR MAD LIB PIS TEM HOP CAR VDU MAI ABA POS COU;;CL;;;;BD CAPELLE;12208;;644496;1883809
8SU;LANNE SOUBIRAN;LAN;NOG;HD;;;;RTED DEPARTEMENTALE 931;32191;;402667;1863742
LUE;LACAUNE;DDI BAR CAS MAI SIE VID LUG;;CL;;;;LE BARTHES;81124;;628977;1856069
LCR;CORNOUILLER LE;DDI FLA REI QUI;;CL;;;;LE CORNOUILLER;46090;;552125;1964542
SRC;ST ROME DE CERNON;DDI LCR;;CL;;;;AV REPUBLIQUE;12243;;650312;1890167
BUC;BOUCAGNERES;ZDD AUT LAB ORB LAS;;CL;LAS/R2;LAS/maul6581 CREATION NRA MED EN COURS;;VILLAGE;32060;;460431;1841625
ZNL;LAPANOUSE;LAP;SEV;MED;;;;LE BOURG;12123;;655547;1926226
B2T;BASTIT LE;DDI CLU;;CL;;;;LE BOURG;46018;;546833;1969145
VTR;VITERBE;DDI;;CL;;;;BOURG;81323;;567255;1852842
SAG;SALGUES;DDI;;CL;;;;SALGUES HAUTES;12074;;641457;1952279
8BY;BELAYE;BEL;CTF;HD;;;;LA CROIX;46022;;508809;1941057
KMS;CLERMONT SAVES;CSA;IJO;MED;;;;A LA POINTE;32105;;493785;1847066
SC3;SALLES COURBATIES;DDI CLA;;CL;;;;LE BOURG;12252;;579265;1940859
ANG;ANGLARS NOZAC;DDI PRA;;CL;;;;AUNIAC;46006;;525780;1976712
DRA;MONTDRAGON;DDI;;CL;;;;NEGRE;81174;;581275;1864051
VEB;MURAT SUR VEBRE;CON PRA DDI;;CL;;;;AV ALBIGEOIS;81192;;641861;1853815
8UC;BEAUCAIRE;BEA;CVZ;HD;;;;VILLAGE;32035;;442790;1872551
NAG;NAUCELLE-GARE;DDI FRO CRO PEY POS GEN CHA BON VIL CAB;;CL;;;;PL OCCITANIE;12169;;602278;1909503
KMT;LE COMTAL CHALET;CHA;JLC;MED;;;;LE CHALET;32381;;451524;1843073
LCT;LACOURT;DDI MAR;;CL;;;;QU 8 MAI 1945;09149;;505029;1771813
DRB;CASTELNAU D ARBIEU;CRB;FLE;HD;;;;VILLAGE;32078;;468720;1876981
THE;THERONDELS;DDI JOU;;CL;;;;LE BOURG;12280;;632861;1988213
LUG;LUGAN;DDI;;CL;;;;VIGNOBLE MAURY;81150;;549825;1858477
IAG;LASGRAISSES;LAS;CAD;HD;;;;BOURG;81138;;576103;1868809
QUI;QUINS;DDI;;CL;;;;LA MOTHE;12194;;605997;1915045
VTT;LAVAURETTE;DDI;;CL;;;;FIOUS;82095;;546849;1910888
8SX;SEIX;SEX;OUS;ZO;;;;LA VILLE;09285;;507181;1762969
LTR;TRUEL LE;DDI;;CL;;;;LE BOURG;12284;;633922;1894398
SAI;SAIX;DDI MAI LON MIG MOU NAV VIV GAY ALA BAR FRA;;CL;;;30;ALL BOUSSAC;81273;;587176;1842671
BCT;BEAUCHALOT;DDI;;CL;;;;LE VILLAGE;31050;;480031;1790545
SQQ;LE SEQUESTRE ECOQUARTIER;DDI;;CL;;;;AV SAINT EXUPERY;81284;;581475;1878618
8CR;LA TOUR DU CRIEU;TOC;PAM;ZO;;;;PL MAIRIE;09312;;544261;1789174
LCV;LACAVE;DDI;;CL;;;;BELCASTEL;46144;;537879;1982727
8TO;CASSAGNABERE TOURNAS;CAS MON;AUR;HD;MON/R2;MON/maul6581 COMPACTAGE UMC1000 EN COURS NO PROD;;LE VILLAGE;31109;;474355;1803978
LDL;LA BASTIDE-DE-LORDAT;DDI PIN LAP BAR;;CL;;;;LE VILLAGE;09040;;548956;1793577
GTR;GOUTRENS;DDI CAS;;CL;;;;LE BOURG;12111;;602836;1938049
NAI;NAILLOUX;XDD MOD FAR NAI FOU ENT CES PAS JAR TAM JDI PDN;;CL;;;;RUE ALQUIERS;31396;;542006;1817462
CM4;CENOMES;DDI;;CL;;;;CENOMES HAUT;12147;;655262;1867769
XAL;LAX;LAX;BAR;MED;;;;LAX;12056;;612298;1923586
SQR;LESCURRY;LES ESC LAC;MSN;HD;;;;VILLAGE;65269;;422855;1817313
SBA;ST BEAT;ARG ARL BEZ BOU DDI EUP;;CL;;;;LANDE DE DESSUS;31471;;465357;1768946
8DI;PADIRAC;PAD;ALV;HD;;;;LE BOURG;46213;;553826;1982595
NAJ;NAJAC;MAZ PLA DDI CAS;;CL;;;;LE BOURG;12167;;571856;1913344
DRE;DREMIL;XDD XDV ZID ZIF AIG FLV LAF;;CL;;;12;AVE LANTA;31163;;538902;1843084
LEC;LECTOURE;ZDD GAR GEN FOI COU BAS BAG VRO CAL;;CL;;;;QUART ST ESPRIT;32208;;461687;1883191
BEA;BEAUZELLE;5DD 5AD 5BD 5CD 5ED 5AA 5FD;;CL;;;30;RUE REPUBLIQUE;31056;;522521;1852035
SAL;SALVAGNAC;DDI BAR GER BRA;;CL;;;;AV CARAVEN CACHIN;81276;;547929;1878235
MLA;MONTREDON LABESSONNIE;DDI;;CL;;;4;LES POUGETIES;81182;;598803;1857066
LED;LEDERGUES;DDI VIA;;CL;;;;RUE ECOLES;12127;;608456;1898453
THI;THIL;2DD 2DA;;CL;;;;RUE COX;31553;;504994;1857477
YGU;CLERMONT POUYGUILLES;CLE;SEI;HD;;;;AU VILLAGE;32104;;453061;1831603
ST6;SAUVETERRE;MTM LES ZDD;;CL;;;;LE VILLAGE;32418;;480034;1829381
CM6;CAMPAN;ZDD BEA AST;;CL;;;;QUA BOURG;65123;;423532;1781906
8EA;ESTAING;EST;ACN;ZO;;;;VILLAGE;65169;;394358;1774089
LUL;LUNEL;DDI;;CL;;;;LUNEL;12221;;612035;1950790
IBA;LE VIBAL;VIB;PSA;HD;;;;LE BOURG;12297;;633453;1923891
IAK;POMPIAC;POM;SV8;MED;;;;VILLAGE;32322;;492256;1835744
GED;GEDRE;ZDD PRA;;CL;;;;VILLAGE;65192;;410033;1756607
FOD;FONDAMENTE;DDI SBE;;CL;;;;MONTPAON;12155;;663149;1875306
SRJ;ST JEAN RATALENS;XZR;;CL;;;1;BD RATALENS;31488;;533628;1850202
SSA;ST SARDOS;DDI;;CL;;;;RTE MAS GRENIER;82173;;503517;1877845
SAN;ST ANTONIN;DDI SER PON BEN SSA LEB ESP SAL;;CL;;;;AV DOCT PAUL BENET;82155;;553635;1905717
8EB;ORLEIX;ORL;ALA;ZO;;;5;RUE STADE;65340;;419078;1810757
FNO;FENEYROLS;FEN;SAN;HD;;;;GOUTAL;82061;;558502;1903501
KMZ;LUNAC LES MAZIERES;LMA;SVA;MED;;;;LES MAZIERES;12135;;579596;1918006
FOE;FONNEUVE;DDI PUS USC;;CL;;;660;CHE FAURE;82121;;525376;1895933
SRK;SIEURAS CLAVET;CLA;DMZ;MED;;;;SIEURAS VILLAGE;09294;;518624;1798440
VVE;VILLENEUVE;DDI SRE ECO;;CL;;;1;FG GRES;12301;;575960;1937330
DAL;VERDALLE;DDI;;CL;;;;LE BOURG;81312;;585678;1834308
8EC;BORDERES LOURON;BOR;AVA;ZO;;;;VILLAGE;65099;;440989;1765079
ST8;ST CLAR;ZDD LEO;;CL;;;;EN VILLE;32370;;473864;1877863
SBE;ST BEAUZELY;DDI EST;;CL;;;;LE BOURG;12213;;649734;1907383
OIA;BOURROUILLAN;BOR;CHA;MED;;;;AU VILLAGE;32062;;411193;1872067
LUN;LUNAC;DDI POS TIZ LES;;CL;;;;LA LOUBIERE;12135;;584394;1915533
UNS;COUFLENS;COU SAL;;CL;;;;VILLAGE;09100;;505632;1754726
IAM;MARTRIN;MAR CAY;CPI;HD;;;;LE BOURG;12141;;622837;1881955
EGS;SEGOS;SEG;LNX;MED;;;;ECOLE;32424;;390170;1851097
NAN;NANT;DDI DOU LIQ;;CL;;;;ALL CHAUDE;12168;;677477;1891778
LEG;LEGUEVIN;LDD LAD LBD LCD LED LHD LLD LKD LFD LGD LND LST LMD;;CL;;;;RUE AQUITAINE;31291;;510725;1844719
CLC;COULOUSSAC;DDI BEL;;CL;;;;COULOUSSAC;82117;;498920;1930102
VDT;VIALA DU TARN;DDI;;CL;;;;LE BOURG;12296;;643284;1896703
SSC;SALLES LA SOURCE;LCR DDI ONE VIL ONR AER;;CL;;;;RUE CANTAUSSEL;12254;;615108;1934458
RN2;PRENERON;SIO;VIZ;MED;;;;SIOTTE;32332;;435055;1859980
NRL;LE DOURN;DOU;VCE;HD;;;;ALBIGNAC;81082;;611133;1890644
IRK;LIAS D ARMAGNAC;LIA;ES8;MED;;;;D30;32211;;406055;1876822
POI;POINTIS INARD;GAN DDI NOU;;CL;;;;LE VILLAGE;31427;;476059;1788349
LUP;LOUPIAC;DDI SAL BAL PRI;;CL;;;;LOUPIAC;12257;;575673;1949130
VDU;ST SALVADOU;SSA;SVA;MED;;;;LE BOURG;12245;;581175;1919975
TID;BASTIDE L EVEQUE BOURG;VIL;LEV;MED;;;;LE BOURG;12021;;584051;1926697
8EE;BAGNERES FORET;FOR;BAG;ZO;;;;QUART BARRANS;65059;;423854;1786261
ISB;ISLE BOUZO;ZDD PLI;;CL;;;;AU VILLAGE;32158;;470902;1882013
GTY;MONTGEY;MON;GUT;HD;;;;BOURG;81179;;568001;1834135
BEG;BELLEGARDE;DDI VIV CAS LAR LIV KHD;CBO;CL;;;;RTED 58;31061;;501346;1853231
VEL;VERSOLS;DDI LAP;;CL;;;;VERSOLS;12292;;649171;1876809
SRO;ST ROME DE TARN;DDI TER PON;;CL;;;;RTE NATIONALE;12244;;645681;1893709
OGX;ORGEIX;ORG;AXT;MED;;;;VILLAGE;09218;;561508;1744996
SSE;ST SERNIN SUR RANCE;DDI POU BAL MTL RAN;;CL;;;;LE BOURG;12248;;621926;1876022
SAR;SARRECAVE;DDI NIZ LAR MON BAL BAR;;CL;;;;LA PRADE;31531;;458247;1802922
8UM;ROUMEGOUX;ROU;REA;HD;;;;BOURG;81233;;594126;1866462
LG6;LAGARDERE;ZDD BEZ ROQ;;CL;;;;AU VILLAGE;32178;;438241;1872463
TIE;MONESTIES;DDI RET;;CL;;;;RTE CARMAUX;81170;;580924;1896786
GTZ;GOUTZ;GOU;UGN;MED;;;;VILLAGE;32150;;470812;1868460
LDT;LANDORTHE;ESB DOR EST SAV MEU LAI DDI ZAL INT TIT;;CL;;;;LA FORET OUEST;31270;;473762;1792184
FOI;FOIX;BOU COS FER GAN GAR GIN LAB MAI MGY MON PEN PLA PRA PRY VIL DDI CON AGC VIO ECO EUR CAR VEL GEN MIR BEI CEN;;CL;;;;AV FERRIERES;09122;;540890;1772617
OZA;AUX AUSSAT;AUS;MIE;MED;;;;LE VILLAGE;32020;;432732;1828133
KOJ;GAUJAC;GAU;ST6;MED;;;;VILLAGE;32140;;477406;1831169
8EF;BAGNERES LABASSERE;LAB;BAG;ZO;;;;QUART GAILLESTE;65059;;419644;1787866
DRL;VILLAUDRIC;XVI XDD;;CL;;;6;RTE DE FRONTON;31581;;526663;1870316
SAS;SALLES;DDI;;CL;;;;BOURG;81275;;575955;1897087
8EG;TIBIRAN JAUNAC;TIB JAU;BBN;ZO;;;;LE VILLAGE;65444;;454269;1784460
NBH;ARRIEN EN BETHMALE;ARR;CTL;MED;;;;LE VILLAGE;09017;;494361;1766196
UPC;ST SULPICE;RIV DDI PYR;;CL;;;;RUE PIERRE CURIE;31517;;517670;1814684
RLJ;MARTIEL LE JUGE;JUG;MTI;MED;;;;LE JUGE;12140;;563667;1935873
8EH;CAPVERN LES BAINS;CAB;C2P;ZO;;;120;RUE DES THERMES;65127;;434598;1793076
LUS;LUSTAR;LUB VIL BUG BON SEN TOU ZDD;;CL;;;;VILLAGE;65293;;437290;1809472
KPB;LA CAPELLE BALAGUIER;CBA;OER;MED;;;;LE BOURG;12053;;568148;1937504
GUR;SEGUR LE;DDI;;CL;;;;BOURG;81280;;577736;1901038
HLH;NOILHAN;NLH;BZE;MED;;;;AU VILLAGE;32297;;486605;1837928
LVI;LAVIT;DDI MAU MON BAY CAS ASQ GEN COU;;CL;;;;RUE NOTRE DAME;82097;;486287;1885187
VEN;VENERQUE;VDD VAD VCD VED VFD VEB VEC VBD VRN;;CL;;;2;RUE JEAN-BAPTISTE NOULET;31572;;527623;1825997
CN4;CORNUS;DDI;;CL;;;;LE BOURG;12077;;667764;1878123
BDU;BOUDOU;DDI;;CL;;;;COUCAGNE;82019;;495020;1901091
UR1;URDENS;URD;FLE;MED;;;;N653;32457;;467954;1874894
SRR;SIMORRE;ZDD TOU VIL PEY BET CAS GAN AUB;;CL;;;;AV PYRENEES;32433;;469953;1828534
IAS;LIAS;LIA;PUJ;MED;;;;CHATEAU;32210;;502611;1841387
OYN;ST MARTIN DE GOYNE;MAR;BC8;MED;;;;SAINT GENY;32391;;458163;1891048
PON;PONTCIRQ;DDI VIL LHE;;CL;;;;TOURNIAC;46223;;515056;1951636
GVI;LAGARDE 31 VILLAGE;LAG;VIL;HD;;;;VILLAGE;31262;;549298;1816265
SAU;SAUZET;DDI CEN CAR TBX;;CL;;;;LE BOURG;46301;;513692;1935765
VFE;VERFEIL;XDD XSP XGR XAV XMO XMF XBR XMP ZAP;;CL;;;;AV COMTESSE DE SEGUR;31573;;545203;1850558
BEL;BELESTA;DDI FOU SAP VIL;;CL;;;;AV DE LAVELANET;09047;;566883;1766825
8EJ;GOURGUE;GOU;C2P;ZO;;;;VILLAGE;65207;;430934;1794783
NCA;NAUSSAC;NAU;LUP;HD;;;;LE BOURG;12170;;580678;1946648
MMA;MT MARRAST;ZDD MAN;;CL;;;;LE VILLAGE;32281;;439572;1822095
HKT;BEAUMARCHES  CANTONNIERE;CAN;PL8;MED;;;;A CANTONNIERE;32036;;419468;1845688
MLK;MONTLAUR;MLR PAC XBO;ESC;HD;;;;SAINT LAUTIER;31384;;537796;1832291
KON;CONNAC;CON;REQ;HD;;;;LE BOURG;12075;;621326;1890997
GUT;AGUTS;DDI;;CL;;;;ROUTE DE LA FORGE;81001;;566283;1836571
MN7;MONTCABRIER;DDI;;CL;;;;LE BOURG;46199;;499723;1949773
SAV;SAVERDUN;DDI ARI LAI POS PAN MDR;;CL;;;;ALL GIRBET;09282;;537970;1804523
DRQ;DURENQUE;CAN VER DDI;;CL;;;;CHATEAU D EAU;12092;;622624;1901305
AA2;LAAS;LAA;MIE;MED;;;;AUX POUTICAYRES;32167;;437216;1831898
EZD;ST MEZARD;MEZ;BC8;MED;;;;LE BOURG;32396;;458046;1893791
BG9;BRENGUES;DDI;;CL;;;;LE BOURG;46039;;559509;1952897
8UR;LESCURE;LES;RIM;ZO;;;;VILLAGE;09164;;509973;1778140
8EK;LUTILHOUS;LUT;C2P;ZO;;;;VILLAGE;65294;;436323;1795369
KPE;CAUPENNE ECOLE;CAU;NOG;MED;;;;VILLAGE;32094;;406318;1868102
GEN;GENEBRIERES;CLA DDI;;CL;;;;IMPASSE DU PIGEONNIER;82066;;532920;1888768
VUX;VIEUX;DDI VER;;CL;;;;BOURG;81316;;562476;1887945
SU6;SOUES;ZDD ALS;;CL;;;4;AV PYRENEES;65433;;417923;1802649
FON;FONSORBES;FDD FBD FCD FGD FMD FPD TAR FQD FED FAD FBB FAY;;CL;;;;RUE CALVAIRE;31187;;510657;1837787
CMA;CASTELNAU DE MANDAILLES;DDI;;CL;;;;LE BOURG;12061;;643632;1948626
XTB;BOUTX;MOU;SBA;HD;;;;STATION LE MOURTIS;31085;;471590;1769294
STA;ST AMANS DES COTS;DDI CAM MON BAR;;CL;;;;RUE HOSPICE;12209;;625638;1965350
TIK;TILLAC;TIL;MLZ;MED;;;;VILLAGE;32446;;432924;1832594
8VI;REYREVIGNES;REY;FN7;HD;;;;LAUZIDOU;46237;;566480;1961585
8FB;BATSERE;BAT;C2P;ZO;;;;VILLAGE;65071;;433261;1787208
8EL;CHELLE DEBAT;CHE;C3V;ZO;;;;VILLAGE;65142;;428735;1813594
PA6;PIAU ENGALY;ZDD LVI MRT POR RAM;;CL;;;;STATION PIAU;65017;;421396;1755958
VER;VERDUN SUR GARONNE;DDI DIE BES SAV PLA COO DAR MAR HOS RET;;CL;;;10;AV LEO LAGRANGE;82190;;511201;1873054
APE;FLORENTIN LA CHAPELLE;FTN;NAY;HD;;;;COUXARELLE;12172;;623489;1958965
SSL;ST SATURNIN;DDI;;CL;;;;LE BOURG;12247;;654154;1935971
8VJ;VERNAJOUL;VER;FOI;ZO;;;;LE VILLAGE;09329;;540189;1776192
LVN;LE VERNET;DDI BON MON SAL VER;;CL;;;;RTE NATIONALE;09331;;540851;1798453
LFG;LE FAUGA;XDD XAD XBD XCD XED;;CL;;;;RUE LUXEMBOURG;31181;;514987;1821999
DRS;PRADES SALARS;PRA;PSA;HD;;;;LE BOURG;12188;;635810;1918251
8EM;BEAUDEAN PRESBYTERE;PRB;CM6;ZO;;;345;LESPONNE;65078;;420485;1780702
8FC;CAMPUZAN;CAM;GAL;ZO;;;0;VILLAGE;65126;;445802;1810077
OJA;AUJAN MOURNEDE;AUJ;VIO;MED;;;;AU VILLAGE;32015;;450815;1821222
NBN;MONBLANC;MON;SV8;MED;;;;AU VILLAGE;32261;;491023;1830368
KPG;CASTELNAU PEGAYROLS;EST;SBE;MED;;;;ESTALANE;12062;;646865;1906188
FR2;FOURCES;ZDD;;CL;;;;VILLAGE;32133;;431030;1889885
POR;PORTET;TDD TDE TBD TJD TKD TMD TND TVD TGD TED TCD TXD THD TGA 8KD TRD TVA TLD TMA TSD TDA TDB TSE TNH;;CL;;;14;ARTE IMPERIALE;31433;;523606;1835330
ZOU;LAGUIAN MAZOUS;LMS;MIE;MED;;;;LAGUIAN VILLAGE;32181;;431510;1826466
BDZ;LES BORDES SUR ARIZE;BOR;MDA;MED;;;;VILLAGE;09061;;520648;1790330
8FD;TOURNOUS DEVANT;TOU;GAL;ZO;;;;VILLAGE;65449;;444068;1806501
8EN;MADIRAN;MAD;CS6;ZO;;;1;PL DE LA POSTE;65296;;406230;1841576
NRV;VARENNES;VAR;VLB;HD;;;;LE BOURG;82188;;532142;1878312
NAY;NAYRAC LE;DDI EST LAG FAB;;CL;;;;LE TRAVERS;12172;;625926;1957077
CMC;CASTELNAU MAGNOAC;ZDD CIZ ORG PUN SAR DEV SJO GUI;;CL;;;;RUE STADE;65129;;451086;1811662
STC;ST  CERE;DDI FRA LES VIN REP PAT MON MAN GAM FER BEL LAU HPT;;CL;;;400;POMMIERS;46251;;563891;1984139
DU7;DUN;DDI VIR DNE;;CL;;;;ENGRAVIES VILLAGE;09107;;554620;1782584
CMD;CAZES MONDENARD;DDI VIT CAR;;CL;;;;PL POSTE;82042;;509459;1914569
8FE;CRECHETS;CRE;LBA;ZO;;;;VILLAGE;65154;;456221;1778818
NTC;SAINT CLAIR;CLA;GOU;HD;;;;LE BOURG;46259;;526469;1966923
LFI;LES FIALETS;SGE DDI;;CL;;;;LES FIALETS;12145;;655254;1904645
LUZ;LUZECH;DDI PAR CAM DOU CEL VIN RIV LEM ROQ FAG;;CL;;;;LA BERGERIE SUD;46182;;516737;1942515
ISL;ISLE DODON;DDI PYR MOL GEN ANA MAR;;CL;;;;RTE DE SAINT FRAJOU;31239;;478541;1820456
FOR;FORVEILLE;DDI BOR ARM BET CAM FOC LAC LAR LEB MOU OLE PNI SMI ROD TOU FAB PAS HUG FAU DEL PLA BOU AMP HER EOL;;CL;;;6;RUE EUGENE LOUP;12202;;618098;1927977
IBO;IBOS;ZDD VER LAP ZIN MER;;CL;;;;RUE BOIS COMMANDEUR;65226;;410245;1806982
GER;GER;ZDD;;CL;;;;RTE MARCOTTE CAPSUS;64238;;405520;1807952
PR6;PIERREFITTE;ZDD ADA;;CL;;;6;AV JEAN MOULIN;65362;;402957;1776540
DRU;DRUELLE;DDI TAR CAY FAL BAS;;CL;;;;LE BOURG;12090;;613470;1928804
JIL;JUILLES;JUI;GIM;MED;;;;LE REY;32165;;479037;1845119
LES;LESPINASSE;XDD XLE XLP XZA GAA XGA ERN ZIP NVT XPA XAS XBE;;CL;;;;RTE HERS;31293;;523893;1857148
DBN;DURBAN;DUR;BUC;MED;DUR/R2;DUR/maul6581 CREATION NRAMED DBN EN COURS;;EN MARTIN;32118;;457755;1838459
8FF;ASPIN EN LAVEDAN;ASP;LOU;ZO;;;26;RUE RIBERE;65040;;405586;1788575
VFL;VERFEIL SUR SEYE;DDI MAI;;CL;;;;MOULIN DU BREIL;82191;;562800;1909663
RMH;L HERM;HER;FOI;HD;;;;PRADE DE LA VERGNIERE;09138;;545880;1775263
SCH;ST CHELY D'AUBRAC;DDI BON AUB;;CL;;;;LE BOURG;12214;;646909;1954671
POU;POUY DE TOUGES;DDI CAS;;CL;;;;LE VILLAGE;31436;;494291;1816120
S1U;SAINT BRESSOU;BRS;LAC;HD;;;;LE BOURG;46249;;571134;1966944
8EP;SERON;SER;GA6;ZO;;;17;CHE DE L'EGLISE;65422;;402309;1816374
NTD;MONTGAILLARD;DDI BEA MOU;;CL;;;;BOURG;81178;;540266;1878700
GUZ;GUZET;DDI PIC;;CL;;;;GUZET SKI;09322;;515080;1754331
EZI;LAVAL ROQUECEZIERE;LAV SCR;;CL;;;;LA CLAPAREDE;12125;;625141;1867399
BER;BERNAC DEBAT;ZDD SAD MOM ALI STM AAD;;CL;;;9;RUE DU LAC BLEU;65083;;418411;1798521
FOS;LE FOSSAT;DDI STS THO VIL BON;;CL;;;;TEYCHENNE;09124;;524260;1797399
AOS;ALOS;ALO;SGR;HD;;;;VILLAGE;09008;;502482;1767962
STF;ST FELIX;XDD BEL CAD LFL XML VAX;;CL;;;;RUE NOBLES;31478;;563727;1827518
8UX;DAUX;HAD;;CL;;;2;CHE FANGUES;31160;;513852;1854844
8FG;LUGAGNAN;LUG;LOU;ZO;;;;VILLAGE;65291;;406176;1787665
8EQ;OROIX;ORO;GER;ZO;;;;VILLAGE;65341;;407440;1813878
KPK;COMPREGNAC;COM PEY;SGL;HD;;;;LES DOUZES;12072;;651532;1899341
RMI;LA ROMIEU;ROM;BC8;MED;;;;EN VILLE;32345;;452362;1888727
BES;BESSIERES;XDD XBE XFS XBU XRO BLP XBZ FSA BUA LUM;;CL;;;245;RUE DE LA BERGERO;31066;;541149;1866380
BET;BETBEZE;LAL POU THE ZDD;;CL;;;;VILLAGE;65088;;456244;1811095
SCJ;SAUJAC;SAU;OER;HD;;;;LE BOURG;12261;;564785;1943706
RMJ;RIEUMAJOU;XDD MOH;;CL;;;;EN SALVY;31453;;556262;1823887
8ER;TARASTEIX;TAR;GER;ZO;;;;VILLAGE;65439;;409483;1815552
8FH;SEGUS;SEG ZDD;LOU;ZO;;;2;CHE DEBAT SEGUS;65415;;403189;1788336
NTF;MONTFRANC;MNF;SSE;HD;;;;LE BOURG;12152;;618540;1871110
LEV;BASTIDE L'EVEQUE LA;DDI MOR COM CAD;;CL;;;;LA BARAQUE PACHINS;12021;;580972;1926410
EIN;ARGEIN;ARG;CTL;MED;;;;ROUTE DE LUCHON;09014;;;
ICH;PAUILHAC 32;PAU;FLE;HD;;;;VILLAGE;32306;;461329;1876508
FOU;FOUILLADE LA;DDI SAN ROU MAR;;CL;;;;LE BOURG;12105;;576379;1914364
STG;ST GERY;DDI VER MAS PAS;;CL;;;;LE BOURG;46268;;539259;1942141
MLS;MOULIS;DDI USS;;CL;;;;MOULIS VILLAGE;09214;;498337;1774102
BGA;BAGAT;DDI BOV;;CL;;;;BOVILA;46099;;509791;1933653
SCK;SOUCIRAC;SUC;FYS;HD;;;;LE BOURG;46308;;533700;1967587
8ES;BULAN;BUL;LBD;ZO;;;;VILLAGE;65111;;432037;1784168
OZN;SANSAN;SAN;BUC;MED;;;;EN TEOUS;32411;;460179;1837980
LVT;LAVALETTE;XDD XBL;;CL;;;;VILLAGE;31285;;540355;1848745
LEW;LEVIGNAC SUR SAVE;HCD HED HLD HLA;;CL;;;;PL PADOUENC;31297;;507703;1852111
GFL;SEGOUFIELLE;SEG;IJO;HD;;;;VILLAGE;32425;;502598;1848357
LY6;LAYMONT;LOU LIZ MTP ZDD;;CL;;;;AU VILLAGE;32206;;489888;1825571
XST;TOSTAT;TOS;AND;HD;;;;RUE MARSAC;65446;;417922;1816588
VEZ;VEZINS;DDI;;CL;;;;LE BOURG;12294;;649561;1920008
OIR;TACHOIRES;TAC;LA8;MED;;;;LA COMMANDERIE;32438;;464036;1831421
8FJ;LASLADES;LAS;MCS;ZO;;;2;RTE DU LAC;65265;;423579;1805238
8ET;PINAS;PIN;LNZ;ZO;;;;PL DE L EGLISE;65363;;444918;1792206
NTH;SAINT HILAIRE 31;MVD;MUR;HD;;;;LE VILLAGE;31486;;514120;1825038
NDA;NOTRE DAME D'AURES;DDI VIO;;CL;;;;NOTRE DAME D AURES;12011;;629839;1911857
GVT;GARRAVET;LES;ST6;MED;;;;L'ESPIENNE;32138;;483088;1825404
SE8;SEMPESSERRE;ZDD;;CL;;;;VILLAGE;32429;;464404;1891962
DBS;LA BASTIDE DE BESPLAS;BAS;DMZ;MED;;;;PL ECOLE;09038;;513542;1796505
RNB;CORNEBARRIEU;EDD EAD ELD ESD EVD EMD ETD EBD END ELA ELB EDA EDB MAN;;CL;;;;RTE MONDONVILLE;31150;;518132;1850820
LGD;LAGARDELLE;WDD WAD WBD WCD WED WFD WGD WID WHD;;CL;;;;RTE MURET;31263;;522091;1824656
KPN;CAUPENNE NEN;NEN;NOG;MED;;;;NEN;32094;;406821;1865831
